"日期","收盘","开盘","高","低","交易量","涨跌幅"
"2023-2-20","84.07","83.15","84.30","82.73","143.85K","1.29%"
"2023-2-17","83.00","84.60","84.87","81.80","303.66K","-2.51%"
"2023-2-16","85.14","85.27","86.21","84.60","197.02K","-0.28%"
"2023-2-15","85.38","85.20","85.85","83.88","245.98K","-0.23%"
"2023-2-14","85.58","85.83","86.42","84.13","231.63K","-1.19%"
"2023-2-13","86.61","86.51","86.95","85.10","207.62K","0.25%"
"2023-2-10","86.39","84.22","86.90","83.93","297.34K","2.24%"
"2023-2-9","84.50","84.96","85.50","83.05","260.73K","-0.69%"
"2023-2-8","85.09","84.11","85.15","83.51","254.14K","1.67%"
"2023-2-7","83.69","81.26","84.13","81.19","290.98K","3.33%"
"2023-2-6","80.99","79.61","81.43","79.10","325.21K","1.31%"
"2023-2-3","79.94","82.27","84.20","79.62","330.32K","-2.71%"
"2023-2-2","82.17","83.34","83.61","81.25","287.09K","-0.81%"
"2023-2-1","82.84","85.56","86.21","82.37","348.66K","-1.95%"
"2023-1-31","84.49","85.18","85.25","83.73","11.89K","-0.48%"
"2023-1-30","84.90","86.88","87.48","84.66","65.55K","-2.03%"
"2023-1-27","86.66","87.65","88.95","85.69","107.08K","-0.93%"
"2023-1-26","87.47","86.35","88.01","85.74","139.10K","1.57%"
"2023-1-25","86.12","86.28","87.00","85.41","159.47K","-0.01%"
"2023-1-24","86.13","88.07","88.71","85.80","207.75K","-2.34%"
"2023-1-23","88.19","87.70","89.09","86.92","192.41K","0.64%"
"2023-1-20","87.63","86.42","87.79","85.58","212.92K","1.71%"
"2023-1-19","86.16","84.34","86.85","83.76","250.96K","1.39%"
"2023-1-18","84.98","86.45","87.85","84.36","288.15K","-1.09%"
"2023-1-17","85.92","84.20","86.82","84.04","238.30K","1.73%"
"2023-1-16","84.46","85.36","85.59","83.83","125.96K","-0.96%"
"2023-1-13","85.28","83.91","85.50","83.50","217.40K","1.49%"
"2023-1-12","84.03","82.88","84.62","82.37","264.07K","1.65%"
"2023-1-11","82.67","79.52","83.00","79.31","273.79K","3.21%"
"2023-1-10","80.10","79.54","80.89","78.81","244.35K","0.56%"
"2023-1-9","79.65","78.42","81.37","78.42","245.12K","1.37%"
"2023-1-6","78.57","78.80","80.59","78.05","215.42K","-0.15%"
"2023-1-5","78.69","78.16","79.97","77.61","259.58K","1.09%"
"2023-1-4","77.84","82.31","82.72","77.72","319.31K","-5.19%"
"2023-1-3","82.10","85.96","87.00","81.78","302.86K","-4.43%"
"2022-12-30","85.91","83.71","86.00","82.88","168.65K","4.44%"
"2022-12-29","82.26","82.88","83.14","81.28","10.99K","-1.20%"
"2022-12-28","83.26","84.60","84.76","81.92","57.56K","-1.68%"
"2022-12-27","84.68","85.00","86.10","84.19","160.09K","0.21%"
"2022-12-23","84.50","82.32","84.70","81.83","180.40K","3.47%"
"2022-12-22","81.67","82.93","84.21","81.35","211.18K","-1.10%"
"2022-12-21","82.58","80.53","82.92","80.06","178.09K","2.55%"
"2022-12-20","80.53","80.60","81.19","79.00","184.12K","0.49%"
"2022-12-19","80.14","79.49","81.19","79.02","164.92K","0.82%"
"2022-12-16","79.49","81.44","81.87","78.76","236.09K","-2.25%"
"2022-12-15","81.32","82.84","83.18","80.92","162.08K","-1.73%"
"2022-12-14","82.75","80.53","83.22","80.31","178.26K","2.34%"
"2022-12-13","80.86","78.53","81.34","78.41","201.46K","3.22%"
"2022-12-12","78.34","77.34","78.89","75.67","158.37K","2.27%"
"2022-12-9","76.60","77.15","77.81","75.64","157.00K","0.01%"
"2022-12-8","76.59","77.90","79.49","76.19","209.68K","-1.29%"
"2022-12-7","77.59","80.07","80.79","77.32","207.04K","-2.61%"
"2022-12-6","79.67","83.19","83.69","79.05","225.87K","-3.62%"
"2022-12-5","82.66","85.70","88.20","82.53","193.04K","-3.38%"
"2022-12-2","85.55","86.69","87.68","85.17","141.36K","-1.53%"
"2022-12-1","86.88","86.78","89.37","86.26","229.13K","1.70%"
"2022-11-30","85.43","83.77","85.67","83.61","9.05K","2.89%"
"2022-11-29","83.03","82.41","86.00","82.39","67.93K","-0.19%"
"2022-11-28","83.19","83.58","84.10","80.61","102.56K","-0.53%"
"2022-11-25","83.63","85.50","86.87","83.59","85.31K","-2.00%"
"2022-11-24","85.34","85.04","85.54","83.90","75.61K","-0.08%"
"2022-11-23","85.41","88.47","89.56","84.12","212.14K","-3.34%"
"2022-11-22","88.36","87.76","89.90","87.35","190.85K","1.04%"
"2022-11-21","87.45","87.74","87.98","82.31","354.60K","-0.19%"
"2022-11-18","87.62","90.10","90.63","85.80","379.66K","-2.41%"
"2022-11-17","89.78","92.73","92.91","89.53","313.53K","-3.32%"
"2022-11-16","92.86","94.11","94.79","91.67","257.62K","-1.07%"
"2022-11-15","93.86","92.59","95.77","91.53","317.50K","0.77%"
"2022-11-14","93.14","95.87","96.95","92.50","248.25K","-2.97%"
"2022-11-11","95.99","93.84","96.92","93.69","238.07K","2.48%"
"2022-11-10","93.67","92.53","94.32","91.73","278.53K","1.10%"
"2022-11-9","92.65","95.17","95.65","92.33","308.02K","-2.84%"
"2022-11-8","95.36","98.24","98.30","95.00","251.67K","-2.61%"
"2022-11-7","97.92","97.31","99.56","96.50","241.94K","-0.66%"
"2022-11-4","98.57","94.58","98.81","94.33","307.09K","4.12%"
"2022-11-3","94.67","95.36","95.98","94.19","229.12K","-1.55%"
"2022-11-2","96.16","94.85","96.50","94.01","253.00K","1.60%"
"2022-11-1","94.65","92.67","95.55","92.33","247.65K","-0.19%"
"2022-10-31","94.83","96.47","96.47","94.25","15.00K","-0.98%"
"2022-10-28","95.77","96.58","96.89","94.96","89.94K","-1.23%"
"2022-10-27","96.96","96.05","97.27","95.07","84.57K","1.33%"
"2022-10-26","95.69","92.91","96.25","92.06","138.00K","4.31%"
"2022-10-25","91.74","91.40","92.48","89.75","222.20K","0.58%"
"2022-10-24","91.21","91.23","92.30","89.01","178.75K","-0.14%"
"2022-10-21","91.34","90.48","91.72","89.17","181.51K","0.98%"
"2022-10-20","90.45","90.47","92.66","90.01","211.69K","-0.12%"
"2022-10-19","90.56","89.31","90.95","87.90","260.25K","2.21%"
"2022-10-18","88.60","90.53","91.22","87.52","247.36K","-1.75%"
"2022-10-17","90.18","90.20","91.79","89.49","163.34K","0.03%"
"2022-10-14","90.15","92.81","93.45","89.81","153.89K","-4.67%"
"2022-10-13","94.57","92.49","94.92","91.08","280.52K","2.29%"
"2022-10-12","92.45","93.72","95.17","91.56","257.66K","-1.95%"
"2022-10-11","94.29","95.93","96.46","93.11","259.03K","-1.98%"
"2022-10-10","96.19","98.75","98.75","95.60","215.37K","-1.77%"
"2022-10-7","97.92","94.71","98.58","93.94","269.40K","3.71%"
"2022-10-6","94.42","93.71","94.98","92.72","207.53K","1.12%"
"2022-10-5","93.37","91.89","93.96","90.76","296.20K","1.71%"
"2022-10-4","91.80","88.81","92.40","88.78","282.38K","3.31%"
"2022-10-3","88.86","86.35","89.82","86.35","270.69K","1.02%"
"2022-9-30","87.96","88.53","89.80","87.69","5.89K","-0.60%"
"2022-9-29","88.49","88.97","90.12","87.33","57.86K","-0.93%"
"2022-9-28","89.32","86.14","89.47","84.26","74.33K","5.24%"
"2022-9-27","84.87","82.84","85.84","82.81","252.52K","2.43%"
"2022-9-26","82.86","85.54","86.45","82.44","257.04K","-2.55%"
"2022-9-23","85.03","89.57","89.88","84.55","304.20K","-5.03%"
"2022-9-22","89.53","88.83","91.74","88.28","219.29K","0.82%"
"2022-9-21","88.80","89.57","92.23","88.31","247.64K","-0.67%"
"2022-9-20","89.40","90.85","91.57","88.56","209.16K","-2.83%"
"2022-9-19","92.00","91.43","92.57","88.50","138.53K","0.71%"
"2022-9-16","91.35","90.51","92.66","90.25","197.48K","0.56%"
"2022-9-15","90.84","94.65","94.66","90.03","257.62K","-3.46%"
"2022-9-14","94.10","93.40","95.80","91.93","259.90K","1.00%"
"2022-9-13","93.17","94.31","95.53","91.05","275.17K","-0.88%"
"2022-9-12","94.00","92.54","95.17","91.21","210.43K","1.25%"
"2022-9-9","92.84","88.62","93.12","88.60","202.94K","4.76%"
"2022-9-8","88.62","87.98","89.82","87.25","","0.70%"
"2022-9-7","88.00","92.81","93.80","87.40","300.20K","-5.20%"
"2022-9-6","92.83","95.19","95.94","92.30","225.95K","-3.04%"
"2022-9-5","95.74","93.02","96.99","93.02","144.26K","2.92%"
"2022-9-2","93.02","92.66","95.32","92.65","210.00K","0.71%"
"2022-9-1","92.36","95.18","95.68","91.81","297.55K","-4.28%"
"2022-8-31","96.49","99.79","100.46","95.44","10.07K","-1.38%"
"2022-8-30","97.84","102.88","103.48","96.63","356.10K","-4.95%"
"2022-8-29","102.93","98.96","103.22","98.25","211.63K","3.96%"
"2022-8-26","99.01","98.95","100.10","96.96","277.48K","0.56%"
"2022-8-25","98.46","100.79","101.53","98.23","223.98K","-1.87%"
"2022-8-24","100.34","99.30","100.89","98.27","233.92K","1.18%"
"2022-8-23","99.17","96.00","99.41","95.81","198.99K","3.51%"
"2022-8-22","95.81","95.36","96.66","92.00","186.81K","-0.94%"
"2022-8-19","96.72","96.68","97.88","94.25","178.60K","0.13%"
"2022-8-18","96.59","93.29","97.42","93.05","208.55K","3.14%"
"2022-8-17","93.65","92.67","94.48","91.51","199.19K","1.42%"
"2022-8-16","92.34","94.01","95.95","91.71","217.75K","-2.90%"
"2022-8-15","95.10","97.72","98.17","92.78","217.57K","-3.11%"
"2022-8-12","98.15","99.33","100.38","96.94","188.13K","-1.46%"
"2022-8-11","99.60","97.04","100.17","96.63","219.42K","2.26%"
"2022-8-10","97.40","96.34","97.97","93.63","247.74K","1.13%"
"2022-8-9","96.31","96.36","98.40","94.90","219.67K","-0.35%"
"2022-8-8","96.65","94.51","96.82","93.01","201.25K","1.82%"
"2022-8-5","94.92","93.65","96.40","92.78","216.20K","0.85%"
"2022-8-4","94.12","97.10","97.66","93.20","264.81K","-2.75%"
"2022-8-3","96.78","99.73","102.41","96.50","293.11K","-3.74%"
"2022-8-2","100.54","99.87","102.41","98.49","229.68K","0.51%"
"2022-8-1","100.03","103.92","104.43","99.09","272.84K","-9.07%"
"2022-7-29","110.01","108.00","110.67","106.90","9.13K","2.68%"
"2022-7-28","107.14","107.31","109.06","106.00","80.84K","0.49%"
"2022-7-27","106.62","104.75","107.86","103.73","77.69K","2.13%"
"2022-7-26","104.40","104.73","107.34","103.99","110.00K","-0.71%"
"2022-7-25","105.15","103.85","105.38","101.64","123.67K","1.89%"
"2022-7-22","103.20","103.86","105.72","101.90","137.24K","-0.64%"
"2022-7-21","103.86","106.49","106.78","101.50","228.70K","-2.86%"
"2022-7-20","106.92","107.07","107.45","105.08","186.70K","-0.40%"
"2022-7-19","107.35","105.74","107.61","103.60","226.40K","1.02%"
"2022-7-18","106.27","100.82","106.48","99.46","213.50K","5.05%"
"2022-7-15","101.16","99.91","102.64","98.17","218.09K","2.08%"
"2022-7-14","99.10","99.43","100.39","94.50","318.79K","-0.47%"
"2022-7-13","99.57","98.50","101.21","98.28","247.47K","0.08%"
"2022-7-12","99.49","106.25","106.56","98.90","275.62K","-7.11%"
"2022-7-11","107.10","107.00","107.70","103.64","194.66K","0.07%"
"2022-7-8","107.02","104.65","107.47","103.67","238.35K","2.26%"
"2022-7-7","104.65","100.14","106.35","98.50","279.66K","3.93%"
"2022-7-6","100.69","104.88","105.85","98.50","350.30K","-2.02%"
"2022-7-5","102.77","113.54","114.75","101.10","428.84K","-9.45%"
"2022-7-4","113.50","111.65","114.00","110.40","100.59K","1.68%"
"2022-7-1","111.63","109.49","112.45","108.03","235.42K","-2.77%"
"2022-6-30","114.81","116.01","116.67","114.22","7.11K","-1.25%"
"2022-6-29","116.26","117.96","120.41","115.20","54.34K","-1.46%"
"2022-6-28","117.98","115.74","118.27","115.72","65.76K","2.51%"
"2022-6-27","115.09","112.92","116.08","111.26","118.10K","1.74%"
"2022-6-24","113.12","110.04","114.00","109.24","134.18K","2.79%"
"2022-6-23","110.05","109.58","112.70","108.04","195.92K","-1.51%"
"2022-6-22","111.74","114.40","114.45","107.03","293.05K","-2.54%"
"2022-6-21","114.65","114.21","116.25","114.02","204.03K","0.46%"
"2022-6-20","114.13","113.88","114.50","111.52","161.60K","0.89%"
"2022-6-17","113.12","119.13","121.25","111.72","319.91K","-5.58%"
"2022-6-16","119.81","119.65","120.29","115.56","276.68K","1.10%"
"2022-6-15","118.51","120.79","121.88","117.75","231.06K","-2.20%"
"2022-6-14","121.17","121.88","125.19","118.91","291.26K","-0.90%"
"2022-6-13","122.27","121.94","123.70","118.93","257.11K","0.21%"
"2022-6-10","122.01","122.89","124.33","119.81","294.28K","-0.86%"
"2022-6-9","123.07","123.60","124.34","122.50","218.98K","-0.41%"
"2022-6-8","123.58","120.65","124.40","120.45","256.29K","2.50%"
"2022-6-7","120.57","119.94","121.37","118.55","276.72K","0.89%"
"2022-6-6","119.51","121.55","121.95","118.77","204.09K","-0.18%"
"2022-6-3","119.72","118.22","121.45","116.02","141.66K","1.79%"
"2022-6-2","117.61","115.02","118.46","112.45","216.90K","1.14%"
"2022-6-1","116.29","116.08","118.57","115.40","242.16K","-5.33%"
"2022-5-31","122.84","122.20","125.28","121.60","11.56K","0.96%"
"2022-5-30","121.67","119.28","122.01","118.98","42.41K","1.88%"
"2022-5-27","119.43","117.52","119.72","116.63","81.16K","1.73%"
"2022-5-26","117.40","114.35","118.00","113.85","123.58K","2.96%"
"2022-5-25","114.03","114.12","115.30","113.01","152.33K","0.41%"
"2022-5-24","113.56","112.79","114.63","111.70","191.73K","0.12%"
"2022-5-23","113.42","112.85","114.34","111.86","196.51K","0.77%"
"2022-5-20","112.55","111.45","113.23","110.52","180.89K","0.46%"
"2022-5-19","112.04","108.22","112.31","105.70","272.35K","2.69%"
"2022-5-18","109.11","112.91","114.15","108.35","245.04K","-2.52%"
"2022-5-17","111.93","114.42","115.69","111.09","277.89K","-2.02%"
"2022-5-16","114.24","111.67","114.79","108.84","218.44K","2.41%"
"2022-5-13","111.55","108.25","111.69","107.79","220.32K","3.82%"
"2022-5-12","107.45","107.67","108.71","104.69","264.26K","-0.06%"
"2022-5-11","107.51","101.51","108.29","101.30","287.53K","4.93%"
"2022-5-10","102.46","105.50","106.96","101.54","327.99K","-3.28%"
"2022-5-9","105.94","112.94","113.20","105.00","302.17K","-5.74%"
"2022-5-6","112.39","111.27","113.50","109.87","249.83K","1.34%"
"2022-5-5","110.90","110.55","114.00","109.20","279.88K","0.69%"
"2022-5-4","110.14","105.91","111.00","105.46","241.68K","4.93%"
"2022-5-3","104.97","107.61","108.32","104.62","184.20K","-2.43%"
"2022-5-2","107.58","106.30","108.46","103.10","151.34K","-1.61%"
"2022-4-29","109.34","107.55","110.30","107.00","12.02K","1.63%"
"2022-4-28","107.59","104.96","108.00","103.29","73.32K","2.16%"
"2022-4-27","105.32","105.45","106.33","103.27","67.06K","0.31%"
"2022-4-26","104.99","102.53","106.20","101.08","138.20K","2.61%"
"2022-4-25","102.32","105.49","105.85","99.48","156.35K","-4.06%"
"2022-4-22","106.65","108.26","108.76","105.54","125.87K","-1.55%"
"2022-4-21","108.33","107.07","109.80","106.76","185.38K","1.43%"
"2022-4-20","106.80","108.10","109.00","104.65","243.67K","-0.42%"
"2022-4-19","107.25","112.85","114.21","106.74","239.91K","-5.22%"
"2022-4-18","113.16","112.32","114.84","110.71","132.15K","1.31%"
"2022-4-14","111.70","108.29","112.39","106.63","210.18K","2.68%"
"2022-4-13","108.78","105.44","109.00","104.06","247.26K","3.96%"
"2022-4-12","104.64","99.35","105.60","98.90","273.95K","6.26%"
"2022-4-11","98.48","103.21","103.30","97.57","238.69K","-4.18%"
"2022-4-8","102.78","101.42","103.30","99.65","217.64K","2.19%"
"2022-4-7","100.58","101.78","103.59","98.41","296.03K","-0.48%"
"2022-4-6","101.07","105.70","108.67","100.54","286.52K","-5.22%"
"2022-4-5","106.64","108.51","109.90","104.53","203.06K","-0.83%"
"2022-4-4","107.53","104.08","108.68","102.89","218.68K","3.01%"
"2022-4-1","104.39","105.25","106.24","102.35","238.62K","-3.26%"
"2022-3-31","107.91","112.81","112.94","106.50","8.68K","-4.88%"
"2022-3-30","113.45","112.00","114.80","110.74","72.33K","2.92%"
"2022-3-29","110.23","110.10","114.83","104.84","93.68K","-2.00%"
"2022-3-28","112.48","119.90","119.90","109.06","150.82K","-6.77%"
"2022-3-25","120.65","118.88","120.92","115.16","133.46K","1.36%"
"2022-3-24","119.03","121.56","123.74","116.93","177.66K","-2.11%"
"2022-3-23","121.60","114.70","122.34","114.45","224.53K","5.30%"
"2022-3-22","115.48","117.04","119.48","112.64","204.66K","-0.12%"
"2022-3-21","115.62","107.50","116.80","107.06","196.49K","7.12%"
"2022-3-18","107.93","106.80","109.59","105.78","168.91K","1.21%"
"2022-3-17","106.64","98.61","107.50","97.75","200.95K","8.79%"
"2022-3-16","98.02","99.14","103.70","96.93","246.82K","-1.89%"
"2022-3-15","99.91","105.34","105.71","97.44","318.12K","-6.54%"
"2022-3-14","106.90","113.15","113.15","103.49","265.91K","-5.12%"
"2022-3-11","112.67","110.26","113.91","107.13","287.39K","3.05%"
"2022-3-10","109.33","112.65","118.36","109.00","352.34K","-1.63%"
"2022-3-9","111.14","130.28","131.64","105.60","521.58K","-13.16%"
"2022-3-8","127.98","124.56","133.15","121.31","469.99K","3.87%"
"2022-3-7","123.21","122.79","139.13","119.04","419.93K","4.32%"
"2022-3-4","118.11","114.23","118.98","109.62","334.41K","6.93%"
"2022-3-3","110.46","115.27","119.84","109.40","452.52K","-2.19%"
"2022-3-2","112.93","107.34","115.11","106.83","490.57K","7.58%"
"2022-3-1","104.97","98.43","107.67","98.30","492.51K","3.94%"
"2022-2-28","100.99","101.98","105.07","99.64","22.96K","3.12%"
"2022-2-25","97.93","100.69","101.99","96.00","68.98K","-1.16%"
"2022-2-24","99.08","98.08","105.79","97.56","167.79K","2.31%"
"2022-2-23","96.84","96.65","98.71","95.81","238.63K","0.00%"
"2022-2-22","96.84","96.55","99.50","95.80","316.38K","1.52%"
"2022-2-21","95.39","94.29","97.40","92.57","217.04K","1.98%"
"2022-2-18","93.54","92.73","94.15","90.12","348.35K","0.61%"
"2022-2-17","92.97","92.20","94.50","92.14","347.79K","-1.94%"
"2022-2-16","94.81","93.49","96.07","91.11","393.79K","1.64%"
"2022-2-15","93.28","95.81","96.26","92.06","378.25K","-3.32%"
"2022-2-14","96.48","95.20","96.78","93.44","373.09K","2.16%"
"2022-2-11","94.44","91.17","95.66","90.51","452.11K","3.31%"
"2022-2-10","91.41","91.75","93.10","90.88","369.01K","-0.15%"
"2022-2-9","91.55","91.08","92.09","90.05","294.00K","0.85%"
"2022-2-8","90.78","92.63","92.93","89.93","368.55K","-2.06%"
"2022-2-7","92.69","92.75","94.00","92.13","317.29K","-0.62%"
"2022-2-4","93.27","91.30","93.70","91.20","322.13K","2.37%"
"2022-2-3","91.11","89.07","91.30","88.02","301.79K","1.83%"
"2022-2-2","89.47","89.48","90.52","88.28","319.43K","0.35%"
"2022-2-1","89.16","89.62","89.96","87.72","271.77K","-2.25%"
"2022-1-31","91.21","90.80","91.48","90.61","11.01K","1.31%"
"2022-1-28","90.03","89.98","91.70","89.41","102.01K","0.77%"
"2022-1-27","89.34","89.70","91.04","89.00","131.70K","-0.69%"
"2022-1-26","89.96","87.95","90.47","87.79","260.11K","2.00%"
"2022-1-25","88.20","86.76","88.37","86.20","256.21K","2.24%"
"2022-1-24","86.27","87.93","88.90","85.04","309.89K","-1.84%"
"2022-1-21","87.89","86.75","88.23","85.71","288.21K","-0.55%"
"2022-1-20","88.38","87.89","89.50","87.05","279.52K","-0.07%"
"2022-1-19","88.44","88.65","89.17","87.61","350.94K","1.06%"
"2022-1-18","87.51","86.47","88.66","86.44","356.88K","1.19%"
"2022-1-17","86.48","86.15","86.71","85.54","139.82K","0.49%"
"2022-1-14","86.06","84.12","86.50","83.99","304.72K","1.88%"
"2022-1-13","84.47","84.87","85.10","83.79","265.20K","-0.24%"
"2022-1-12","84.67","83.78","85.21","83.52","301.39K","1.13%"
"2022-1-11","83.72","81.08","83.98","80.89","324.94K","3.52%"
"2022-1-10","80.87","81.76","82.30","80.50","300.65K","-1.08%"
"2022-1-7","81.75","82.00","83.00","81.42","286.11K","-0.29%"
"2022-1-6","81.99","80.22","82.83","79.61","353.16K","1.47%"
"2022-1-5","80.80","80.07","81.50","79.51","331.74K","1.00%"
"2022-1-4","80.00","78.91","80.55","78.62","291.68K","1.29%"
"2022-1-3","78.98","78.11","79.28","77.04","201.03K","1.54%"
"2021-12-31","77.78","78.81","79.68","77.55","148.96K","-1.94%"
"2021-12-30","79.32","79.19","79.66","78.50","10.90K","0.11%"
"2021-12-29","79.23","79.28","80.17","78.13","69.63K","0.37%"
"2021-12-28","78.94","78.67","79.85","78.48","50.41K","0.43%"
"2021-12-27","78.60","76.32","79.08","75.75","85.39K","3.23%"
"2021-12-24","76.14","76.72","76.79","75.75","30.54K","-0.92%"
"2021-12-23","76.85","75.47","77.00","74.78","161.24K","2.07%"
"2021-12-22","75.29","74.05","75.67","73.62","166.71K","1.77%"
"2021-12-21","73.98","71.88","74.27","71.24","214.07K","3.44%"
"2021-12-20","71.52","72.82","72.87","69.28","333.76K","-2.72%"